"Region","Source VM","OS","CPU policy","Status","Recommended VM","Source hourly","Recommended hourly","Monthly saving","Saving %","Currency","Confidence","Explanation"
"uksouth","Standard_B4ps_v2","linux","same-vendor","recommended","Standard_D4ps_v6","0.1136","0.1227","-6.643","-8.010563","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 8.0% higher PAYG price."
"uksouth","Standard_B4ps_v2","linux","prefer-same-vendor","recommended","Standard_D4ps_v6","0.1136","0.1227","-6.643","-8.010563","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 8.0% higher PAYG price."
"uksouth","Standard_B4ps_v2","linux","any-compatible","recommended","Standard_D4ps_v6","0.1136","0.1227","-6.643","-8.010563","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 8.0% higher PAYG price."
"uksouth","Standard_B4s_v2","linux","same-vendor","recommended","Standard_B4as_v2","0.1432","0.1288","10.512","10.055866","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 10.1% lower PAYG price."
"uksouth","Standard_B4s_v2","linux","prefer-same-vendor","recommended","Standard_B4as_v2","0.1432","0.1288","10.512","10.055866","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 10.1% lower PAYG price."
"uksouth","Standard_B4s_v2","linux","any-compatible","recommended","Standard_B4as_v2","0.1432","0.1288","10.512","10.055866","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 10.1% lower PAYG price."
"uksouth","Standard_B8als_v2","linux","same-vendor","recommended","Standard_B8ls_v2","0.228","0.253","-18.25","-10.964912","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 11.0% higher PAYG price."
"uksouth","Standard_B8als_v2","linux","prefer-same-vendor","recommended","Standard_B8ls_v2","0.228","0.253","-18.25","-10.964912","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 11.0% higher PAYG price."
"uksouth","Standard_B8als_v2","linux","any-compatible","recommended","Standard_B8ls_v2","0.228","0.253","-18.25","-10.964912","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 11.0% higher PAYG price."
"uksouth","Standard_B8as_v2","linux","same-vendor","recommended","Standard_B8s_v2","0.2576","0.2864","-21.024","-11.180124","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 11.2% higher PAYG price."
"uksouth","Standard_B8as_v2","linux","prefer-same-vendor","recommended","Standard_B8s_v2","0.2576","0.2864","-21.024","-11.180124","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 11.2% higher PAYG price."
"uksouth","Standard_B8as_v2","linux","any-compatible","recommended","Standard_B8s_v2","0.2576","0.2864","-21.024","-11.180124","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 11.2% higher PAYG price."
"uksouth","Standard_B8ls_v2","linux","same-vendor","recommended","Standard_B8als_v2","0.253","0.228","18.25","9.881423","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 9.9% lower PAYG price."
"uksouth","Standard_B8ls_v2","linux","prefer-same-vendor","recommended","Standard_B8als_v2","0.253","0.228","18.25","9.881423","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 9.9% lower PAYG price."
"uksouth","Standard_B8ls_v2","linux","any-compatible","recommended","Standard_B8als_v2","0.253","0.228","18.25","9.881423","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 9.9% lower PAYG price."
"uksouth","Standard_B8ms","linux","same-vendor","recommended","Standard_D8ds_v4","0.2864","0.397","-80.738","-38.617318","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 38.6% higher PAYG price."
"uksouth","Standard_B8ms","linux","prefer-same-vendor","recommended","Standard_D8ds_v4","0.2864","0.397","-80.738","-38.617318","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 38.6% higher PAYG price."
"uksouth","Standard_B8ms","linux","any-compatible","recommended","Standard_D8ds_v4","0.2864","0.397","-80.738","-38.617318","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 38.6% higher PAYG price."
"uksouth","Standard_B8pls_v2","linux","same-vendor","recommended","Standard_D8pls_v6","0.2015","0.2167","-11.096","-7.543424","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 7.5% higher PAYG price."
"uksouth","Standard_B8pls_v2","linux","prefer-same-vendor","recommended","Standard_D8pls_v6","0.2015","0.2167","-11.096","-7.543424","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 7.5% higher PAYG price."
"uksouth","Standard_B8pls_v2","linux","any-compatible","recommended","Standard_D8pls_v6","0.2015","0.2167","-11.096","-7.543424","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 7.5% higher PAYG price."
"uksouth","Standard_B8ps_v2","linux","same-vendor","recommended","Standard_D8ps_v6","0.228","0.2455","-12.775","-7.675439","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 7.7% higher PAYG price."
"uksouth","Standard_B8ps_v2","linux","prefer-same-vendor","recommended","Standard_D8ps_v6","0.228","0.2455","-12.775","-7.675439","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 7.7% higher PAYG price."
"uksouth","Standard_B8ps_v2","linux","any-compatible","recommended","Standard_D8ps_v6","0.228","0.2455","-12.775","-7.675439","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 7.7% higher PAYG price."
"uksouth","Standard_B8s_v2","linux","same-vendor","recommended","Standard_B8as_v2","0.2864","0.2576","21.024","10.055866","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 10.1% lower PAYG price."
"uksouth","Standard_B8s_v2","linux","prefer-same-vendor","recommended","Standard_B8as_v2","0.2864","0.2576","21.024","10.055866","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 10.1% lower PAYG price."
"uksouth","Standard_B8s_v2","linux","any-compatible","recommended","Standard_B8as_v2","0.2864","0.2576","21.024","10.055866","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 10.1% lower PAYG price."
"uksouth","Standard_D1","linux","same-vendor","recommended","Standard_D1_v2","0.0729","0.0665","4.672","8.77915","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 8.8% lower PAYG price."
"uksouth","Standard_D1","linux","prefer-same-vendor","recommended","Standard_D1_v2","0.0729","0.0665","4.672","8.77915","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 8.8% lower PAYG price."
"uksouth","Standard_D1","linux","any-compatible","recommended","Standard_D1_v2","0.0729","0.0665","4.672","8.77915","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 8.8% lower PAYG price."
"uksouth","Standard_D1_v2","linux","same-vendor","recommended","Standard_DC1ds_v3","0.0665","0.0992","-23.871","-49.172932","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved and 49.2% higher PAYG price."
"uksouth","Standard_D1_v2","linux","prefer-same-vendor","recommended","Standard_DC1ds_v3","0.0665","0.0992","-23.871","-49.172932","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved and 49.2% higher PAYG price."
"uksouth","Standard_D1_v2","linux","any-compatible","recommended","Standard_DC1ds_v3","0.0665","0.0992","-23.871","-49.172932","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved and 49.2% higher PAYG price."
"uksouth","Standard_D11","linux","same-vendor","recommended","Standard_D11_v2","0.1826","0.1773","3.869","2.902519","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 2.9% lower PAYG price."
"uksouth","Standard_D11","linux","prefer-same-vendor","recommended","Standard_D11_v2","0.1826","0.1773","3.869","2.902519","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 2.9% lower PAYG price."
"uksouth","Standard_D11","linux","any-compatible","recommended","Standard_D11_v2","0.1826","0.1773","3.869","2.902519","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 2.9% lower PAYG price."
"uksouth","Standard_D11_v2","linux","same-vendor","recommended","Standard_DC2ds_v3","0.1773","0.1985","-15.476","-11.957135","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved and 12.0% higher PAYG price."
"uksouth","Standard_D11_v2","linux","prefer-same-vendor","recommended","Standard_DC2ds_v3","0.1773","0.1985","-15.476","-11.957135","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved and 12.0% higher PAYG price."
"uksouth","Standard_D11_v2","linux","any-compatible","recommended","Standard_DC2ds_v3","0.1773","0.1985","-15.476","-11.957135","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved and 12.0% higher PAYG price."
"uksouth","Standard_D11_v2_Promo","linux","same-vendor","source-price-missing","Standard_D11_v2","","0.1773","","","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_D11_v2_Promo","linux","prefer-same-vendor","source-price-missing","Standard_D11_v2","","0.1773","","","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_D11_v2_Promo","linux","any-compatible","source-price-missing","Standard_D11_v2","","0.1773","","","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_D12","linux","same-vendor","recommended","Standard_D12_v2","0.3644","0.3553","6.643","2.497256","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 2.5% lower PAYG price."
"uksouth","Standard_D12","linux","prefer-same-vendor","recommended","Standard_D12_v2","0.3644","0.3553","6.643","2.497256","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 2.5% lower PAYG price."
"uksouth","Standard_D12","linux","any-compatible","recommended","Standard_D12_v2","0.3644","0.3553","6.643","2.497256","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 2.5% lower PAYG price."
"uksouth","Standard_D12_v2","linux","same-vendor","recommended","Standard_DC4ds_v3","0.3553","0.397","-30.441","-11.736561","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved and 11.7% higher PAYG price."
"uksouth","Standard_D12_v2","linux","prefer-same-vendor","recommended","Standard_DC4ds_v3","0.3553","0.397","-30.441","-11.736561","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved and 11.7% higher PAYG price."
"uksouth","Standard_D12_v2","linux","any-compatible","recommended","Standard_DC4ds_v3","0.3553","0.397","-30.441","-11.736561","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved and 11.7% higher PAYG price."
"uksouth","Standard_D12_v2_Promo","linux","same-vendor","source-price-missing","Standard_D12_v2","","0.3553","","","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_D12_v2_Promo","linux","prefer-same-vendor","source-price-missing","Standard_D12_v2","","0.3553","","","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
"uksouth","Standard_D12_v2_Promo","linux","any-compatible","source-price-missing","Standard_D12_v2","","0.3553","","","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and candidate has a usable regional PAYG price, but the source PAYG price is unavailable."
