"Region","Source VM","OS","CPU policy","Status","Recommended VM","Source hourly","Recommended hourly","Monthly saving","Saving %","Currency","Confidence","Explanation"
"uksouth","Standard_A1_v2","linux","same-vendor","recommended","Standard_F1","0.0311","0.043","-8.687","-38.263666","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 38.3% higher PAYG price."
"uksouth","Standard_A1_v2","linux","prefer-same-vendor","recommended","Standard_F1","0.0311","0.043","-8.687","-38.263666","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 38.3% higher PAYG price."
"uksouth","Standard_A1_v2","linux","any-compatible","recommended","Standard_F1","0.0311","0.043","-8.687","-38.263666","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 38.3% higher PAYG price."
"uksouth","Standard_A2_v2","linux","same-vendor","recommended","Standard_F2","0.0659","0.0864","-14.965","-31.107739","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 31.1% higher PAYG price."
"uksouth","Standard_A2_v2","linux","prefer-same-vendor","recommended","Standard_F2","0.0659","0.0864","-14.965","-31.107739","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 31.1% higher PAYG price."
"uksouth","Standard_A2_v2","linux","any-compatible","recommended","Standard_F2","0.0659","0.0864","-14.965","-31.107739","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 31.1% higher PAYG price."
"uksouth","Standard_A2m_v2","linux","same-vendor","recommended","Standard_E2a_v4","0.0939","0.1121","-13.286","-19.382322","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 19.4% higher PAYG price."
"uksouth","Standard_A2m_v2","linux","prefer-same-vendor","recommended","Standard_E2a_v4","0.0939","0.1121","-13.286","-19.382322","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 19.4% higher PAYG price."
"uksouth","Standard_A2m_v2","linux","any-compatible","recommended","Standard_E2a_v4","0.0939","0.1121","-13.286","-19.382322","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 19.4% higher PAYG price."
"uksouth","Standard_A4_v2","linux","same-vendor","recommended","Standard_F4","0.1386","0.172","-24.382","-24.098124","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 24.1% higher PAYG price."
"uksouth","Standard_A4_v2","linux","prefer-same-vendor","recommended","Standard_F4","0.1386","0.172","-24.382","-24.098124","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 24.1% higher PAYG price."
"uksouth","Standard_A4_v2","linux","any-compatible","recommended","Standard_F4","0.1386","0.172","-24.382","-24.098124","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 24.1% higher PAYG price."
"uksouth","Standard_A4m_v2","linux","same-vendor","recommended","Standard_E4a_v4","0.197","0.2243","-19.929","-13.857868","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 13.9% higher PAYG price."
"uksouth","Standard_A4m_v2","linux","prefer-same-vendor","recommended","Standard_E4a_v4","0.197","0.2243","-19.929","-13.857868","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 13.9% higher PAYG price."
"uksouth","Standard_A4m_v2","linux","any-compatible","recommended","Standard_E4a_v4","0.197","0.2243","-19.929","-13.857868","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 13.9% higher PAYG price."
"uksouth","Standard_A8_v2","linux","same-vendor","recommended","Standard_F8","0.2902","0.344","-39.274","-18.538939","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 18.5% higher PAYG price."
"uksouth","Standard_A8_v2","linux","prefer-same-vendor","recommended","Standard_F8","0.2902","0.344","-39.274","-18.538939","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 18.5% higher PAYG price."
"uksouth","Standard_A8_v2","linux","any-compatible","recommended","Standard_F8","0.2902","0.344","-39.274","-18.538939","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 18.5% higher PAYG price."
"uksouth","Standard_A8m_v2","linux","same-vendor","recommended","Standard_E8a_v4","0.4137","0.4485","-25.404","-8.411893","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 8.4% higher PAYG price."
"uksouth","Standard_A8m_v2","linux","prefer-same-vendor","recommended","Standard_E8a_v4","0.4137","0.4485","-25.404","-8.411893","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 8.4% higher PAYG price."
"uksouth","Standard_A8m_v2","linux","any-compatible","recommended","Standard_E8a_v4","0.4137","0.4485","-25.404","-8.411893","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved and 8.4% higher PAYG price."
"uksouth","Standard_B12ms","linux","same-vendor","recommended","Standard_NV16as_v4","0.4288","0.8826","-331.274","-105.830224","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 105.8% higher PAYG price."
"uksouth","Standard_B12ms","linux","prefer-same-vendor","recommended","Standard_NV16as_v4","0.4288","0.8826","-331.274","-105.830224","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 105.8% higher PAYG price."
"uksouth","Standard_B12ms","linux","any-compatible","recommended","Standard_NV16as_v4","0.4288","0.8826","-331.274","-105.830224","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 105.8% higher PAYG price."
"uksouth","Standard_B16als_v2","linux","same-vendor","recommended","Standard_B16ls_v2","0.4561","0.5068","-37.011","-11.115983","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 11.1% higher PAYG price."
"uksouth","Standard_B16als_v2","linux","prefer-same-vendor","recommended","Standard_B16ls_v2","0.4561","0.5068","-37.011","-11.115983","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 11.1% higher PAYG price."
"uksouth","Standard_B16als_v2","linux","any-compatible","recommended","Standard_B16ls_v2","0.4561","0.5068","-37.011","-11.115983","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 11.1% higher PAYG price."
"uksouth","Standard_B16as_v2","linux","same-vendor","recommended","Standard_B16ms","0.5152","0.572","-41.464","-11.024845","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 11.0% higher PAYG price."
"uksouth","Standard_B16as_v2","linux","prefer-same-vendor","recommended","Standard_B16ms","0.5152","0.572","-41.464","-11.024845","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 11.0% higher PAYG price."
"uksouth","Standard_B16as_v2","linux","any-compatible","recommended","Standard_B16ms","0.5152","0.572","-41.464","-11.024845","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 11.0% higher PAYG price."
"uksouth","Standard_B16ls_v2","linux","same-vendor","recommended","Standard_B16als_v2","0.5068","0.4561","37.011","10.003946","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 10.0% lower PAYG price."
"uksouth","Standard_B16ls_v2","linux","prefer-same-vendor","recommended","Standard_B16als_v2","0.5068","0.4561","37.011","10.003946","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 10.0% lower PAYG price."
"uksouth","Standard_B16ls_v2","linux","any-compatible","recommended","Standard_B16als_v2","0.5068","0.4561","37.011","10.003946","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 10.0% lower PAYG price."
"uksouth","Standard_B16ms","linux","same-vendor","recommended","Standard_D16ds_v4","0.572","0.794","-162.06","-38.811189","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 38.8% higher PAYG price."
"uksouth","Standard_B16ms","linux","prefer-same-vendor","recommended","Standard_D16ds_v4","0.572","0.794","-162.06","-38.811189","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 38.8% higher PAYG price."
"uksouth","Standard_B16ms","linux","any-compatible","recommended","Standard_D16ds_v4","0.572","0.794","-162.06","-38.811189","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 38.8% higher PAYG price."
"uksouth","Standard_B16pls_v2","linux","same-vendor","recommended","Standard_D16pls_v6","0.4038","0.4341","-22.119","-7.503715","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 7.5% higher PAYG price."
"uksouth","Standard_B16pls_v2","linux","prefer-same-vendor","recommended","Standard_D16pls_v6","0.4038","0.4341","-22.119","-7.503715","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 7.5% higher PAYG price."
"uksouth","Standard_B16pls_v2","linux","any-compatible","recommended","Standard_D16pls_v6","0.4038","0.4341","-22.119","-7.503715","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 7.5% higher PAYG price."
"uksouth","Standard_B16ps_v2","linux","same-vendor","recommended","Standard_D16ps_v6","0.4561","0.4909","-25.404","-7.629906","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 7.6% higher PAYG price."
"uksouth","Standard_B16ps_v2","linux","prefer-same-vendor","recommended","Standard_D16ps_v6","0.4561","0.4909","-25.404","-7.629906","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 7.6% higher PAYG price."
"uksouth","Standard_B16ps_v2","linux","any-compatible","recommended","Standard_D16ps_v6","0.4561","0.4909","-25.404","-7.629906","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 7.6% higher PAYG price."
"uksouth","Standard_B16s_v2","linux","same-vendor","recommended","Standard_B16as_v2","0.572","0.5152","41.464","9.93007","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 9.9% lower PAYG price."
"uksouth","Standard_B16s_v2","linux","prefer-same-vendor","recommended","Standard_B16as_v2","0.572","0.5152","41.464","9.93007","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 9.9% lower PAYG price."
"uksouth","Standard_B16s_v2","linux","any-compatible","recommended","Standard_B16as_v2","0.572","0.5152","41.464","9.93007","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 9.9% lower PAYG price."
"uksouth","Standard_B1ls","linux","same-vendor","recommended","Standard_B1s","0.0045","0.0089","-3.212","-97.777778","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 97.8% higher PAYG price."
"uksouth","Standard_B1ls","linux","prefer-same-vendor","recommended","Standard_B1s","0.0045","0.0089","-3.212","-97.777778","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 97.8% higher PAYG price."
"uksouth","Standard_B1ls","linux","any-compatible","recommended","Standard_B1s","0.0045","0.0089","-3.212","-97.777778","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 97.8% higher PAYG price."
"uksouth","Standard_B1ms","linux","same-vendor","recommended","Standard_DC1ds_v3","0.0179","0.0992","-59.349","-454.189944","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 454.2% higher PAYG price."
"uksouth","Standard_B1ms","linux","prefer-same-vendor","recommended","Standard_DC1ds_v3","0.0179","0.0992","-59.349","-454.189944","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 454.2% higher PAYG price."
"uksouth","Standard_B1ms","linux","any-compatible","recommended","Standard_DC1ds_v3","0.0179","0.0992","-59.349","-454.189944","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 454.2% higher PAYG price."
"uksouth","Standard_B1s","linux","same-vendor","recommended","Standard_B1ms","0.0089","0.0179","-6.57","-101.123596","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 101.1% higher PAYG price."
"uksouth","Standard_B1s","linux","prefer-same-vendor","recommended","Standard_B1ms","0.0089","0.0179","-6.57","-101.123596","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 101.1% higher PAYG price."
"uksouth","Standard_B1s","linux","any-compatible","recommended","Standard_B1ms","0.0089","0.0179","-6.57","-101.123596","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 101.1% higher PAYG price."
"uksouth","Standard_B20ms","linux","same-vendor","recommended","Standard_E20ds_v4","0.7152","1.2804","-412.596","-79.026846","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 79.0% higher PAYG price."
"uksouth","Standard_B20ms","linux","prefer-same-vendor","recommended","Standard_E20ds_v4","0.7152","1.2804","-412.596","-79.026846","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 79.0% higher PAYG price."
"uksouth","Standard_B20ms","linux","any-compatible","recommended","Standard_E20ds_v4","0.7152","1.2804","-412.596","-79.026846","GBP","Medium","required usable CPU and memory preserved, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 79.0% higher PAYG price."
"uksouth","Standard_B2als_v2","linux","same-vendor","recommended","Standard_B2ls_v2","0.0322","0.0358","-2.628","-11.180124","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 11.2% higher PAYG price."
"uksouth","Standard_B2als_v2","linux","prefer-same-vendor","recommended","Standard_B2ls_v2","0.0322","0.0358","-2.628","-11.180124","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 11.2% higher PAYG price."
"uksouth","Standard_B2als_v2","linux","any-compatible","recommended","Standard_B2ls_v2","0.0322","0.0358","-2.628","-11.180124","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 11.2% higher PAYG price."
"uksouth","Standard_B2as_v2","linux","same-vendor","recommended","Standard_B2s_v2","0.0644","0.0715","-5.183","-11.024845","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 11.0% higher PAYG price."
"uksouth","Standard_B2as_v2","linux","prefer-same-vendor","recommended","Standard_B2s_v2","0.0644","0.0715","-5.183","-11.024845","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 11.0% higher PAYG price."
"uksouth","Standard_B2as_v2","linux","any-compatible","recommended","Standard_B2s_v2","0.0644","0.0715","-5.183","-11.024845","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 11.0% higher PAYG price."
"uksouth","Standard_B2ats_v2","linux","same-vendor","recommended","Standard_B2ts_v2","0.008","0.0089","-0.657","-11.25","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 11.2% higher PAYG price."
"uksouth","Standard_B2ats_v2","linux","prefer-same-vendor","recommended","Standard_B2ts_v2","0.008","0.0089","-0.657","-11.25","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 11.2% higher PAYG price."
"uksouth","Standard_B2ats_v2","linux","any-compatible","recommended","Standard_B2ts_v2","0.008","0.0089","-0.657","-11.25","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 11.2% higher PAYG price."
"uksouth","Standard_B2ls_v2","linux","same-vendor","recommended","Standard_B2als_v2","0.0358","0.0322","2.628","10.055866","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 10.1% lower PAYG price."
"uksouth","Standard_B2ls_v2","linux","prefer-same-vendor","recommended","Standard_B2als_v2","0.0358","0.0322","2.628","10.055866","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 10.1% lower PAYG price."
"uksouth","Standard_B2ls_v2","linux","any-compatible","recommended","Standard_B2als_v2","0.0358","0.0322","2.628","10.055866","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 10.1% lower PAYG price."
"uksouth","Standard_B2ms","linux","same-vendor","recommended","Standard_D2ds_v4","0.0715","0.0992","-20.221","-38.741259","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 38.7% higher PAYG price."
"uksouth","Standard_B2ms","linux","prefer-same-vendor","recommended","Standard_D2ds_v4","0.0715","0.0992","-20.221","-38.741259","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 38.7% higher PAYG price."
"uksouth","Standard_B2ms","linux","any-compatible","recommended","Standard_D2ds_v4","0.0715","0.0992","-20.221","-38.741259","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 38.7% higher PAYG price."
"uksouth","Standard_B2pls_v2","linux","same-vendor","recommended","Standard_D2pls_v6","0.0285","0.0542","-18.761","-90.175439","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 90.2% higher PAYG price."
"uksouth","Standard_B2pls_v2","linux","prefer-same-vendor","recommended","Standard_D2pls_v6","0.0285","0.0542","-18.761","-90.175439","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 90.2% higher PAYG price."
"uksouth","Standard_B2pls_v2","linux","any-compatible","recommended","Standard_D2pls_v6","0.0285","0.0542","-18.761","-90.175439","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 90.2% higher PAYG price."
"uksouth","Standard_B2ps_v2","linux","same-vendor","recommended","Standard_D2ps_v6","0.057","0.0614","-3.212","-7.719298","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 7.7% higher PAYG price."
"uksouth","Standard_B2ps_v2","linux","prefer-same-vendor","recommended","Standard_D2ps_v6","0.057","0.0614","-3.212","-7.719298","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 7.7% higher PAYG price."
"uksouth","Standard_B2ps_v2","linux","any-compatible","recommended","Standard_D2ps_v6","0.057","0.0614","-3.212","-7.719298","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 7.7% higher PAYG price."
"uksouth","Standard_B2pts_v2","linux","same-vendor","recommended","Standard_B2pls_v2","0.0071","0.0285","-15.622","-301.408451","GBP","Medium","required usable CPU and memory preserved, Arm64 compatibility preserved, Premium SSD supported and 301.4% higher PAYG price."
"uksouth","Standard_B2pts_v2","linux","prefer-same-vendor","recommended","Standard_B2pls_v2","0.0071","0.0285","-15.622","-301.408451","GBP","Medium","required usable CPU and memory preserved, Arm64 compatibility preserved, Premium SSD supported and 301.4% higher PAYG price."
"uksouth","Standard_B2pts_v2","linux","any-compatible","recommended","Standard_B2pls_v2","0.0071","0.0285","-15.622","-301.408451","GBP","Medium","required usable CPU and memory preserved, Arm64 compatibility preserved, Premium SSD supported and 301.4% higher PAYG price."
"uksouth","Standard_B2s","linux","same-vendor","recommended","Standard_F2s_v2","0.0358","0.0765","-29.711","-113.687151","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 113.7% higher PAYG price."
"uksouth","Standard_B2s","linux","prefer-same-vendor","recommended","Standard_F2s_v2","0.0358","0.0765","-29.711","-113.687151","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 113.7% higher PAYG price."
"uksouth","Standard_B2s","linux","any-compatible","recommended","Standard_F2s_v2","0.0358","0.0765","-29.711","-113.687151","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 113.7% higher PAYG price."
"uksouth","Standard_B2s_v2","linux","same-vendor","recommended","Standard_B2as_v2","0.0715","0.0644","5.183","9.93007","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 9.9% lower PAYG price."
"uksouth","Standard_B2s_v2","linux","prefer-same-vendor","recommended","Standard_B2as_v2","0.0715","0.0644","5.183","9.93007","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 9.9% lower PAYG price."
"uksouth","Standard_B2s_v2","linux","any-compatible","recommended","Standard_B2as_v2","0.0715","0.0644","5.183","9.93007","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 9.9% lower PAYG price."
"uksouth","Standard_B2ts_v2","linux","same-vendor","recommended","Standard_B2ats_v2","0.0089","0.008","0.657","10.11236","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 10.1% lower PAYG price."
"uksouth","Standard_B2ts_v2","linux","prefer-same-vendor","recommended","Standard_B2ats_v2","0.0089","0.008","0.657","10.11236","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 10.1% lower PAYG price."
"uksouth","Standard_B2ts_v2","linux","any-compatible","recommended","Standard_B2ats_v2","0.0089","0.008","0.657","10.11236","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 10.1% lower PAYG price."
"uksouth","Standard_B32als_v2","linux","same-vendor","recommended","Standard_B32ls_v2","0.9122","1.0129","-73.511","-11.039246","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 11.0% higher PAYG price."
"uksouth","Standard_B32als_v2","linux","prefer-same-vendor","recommended","Standard_B32ls_v2","0.9122","1.0129","-73.511","-11.039246","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 11.0% higher PAYG price."
"uksouth","Standard_B32als_v2","linux","any-compatible","recommended","Standard_B32ls_v2","0.9122","1.0129","-73.511","-11.039246","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 11.0% higher PAYG price."
"uksouth","Standard_B32as_v2","linux","same-vendor","recommended","Standard_B32s_v2","1.0303","1.144","-83.001","-11.035621","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 11.0% higher PAYG price."
"uksouth","Standard_B32as_v2","linux","prefer-same-vendor","recommended","Standard_B32s_v2","1.0303","1.144","-83.001","-11.035621","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 11.0% higher PAYG price."
"uksouth","Standard_B32as_v2","linux","any-compatible","recommended","Standard_B32s_v2","1.0303","1.144","-83.001","-11.035621","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 11.0% higher PAYG price."
"uksouth","Standard_B32ls_v2","linux","same-vendor","recommended","Standard_B32als_v2","1.0129","0.9122","73.511","9.941751","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 9.9% lower PAYG price."
"uksouth","Standard_B32ls_v2","linux","prefer-same-vendor","recommended","Standard_B32als_v2","1.0129","0.9122","73.511","9.941751","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 9.9% lower PAYG price."
"uksouth","Standard_B32ls_v2","linux","any-compatible","recommended","Standard_B32als_v2","1.0129","0.9122","73.511","9.941751","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 9.9% lower PAYG price."
"uksouth","Standard_B32s_v2","linux","same-vendor","recommended","Standard_B32as_v2","1.144","1.0303","83.001","9.938811","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 9.9% lower PAYG price."
"uksouth","Standard_B32s_v2","linux","prefer-same-vendor","recommended","Standard_B32as_v2","1.144","1.0303","83.001","9.938811","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 9.9% lower PAYG price."
"uksouth","Standard_B32s_v2","linux","any-compatible","recommended","Standard_B32as_v2","1.144","1.0303","83.001","9.938811","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 9.9% lower PAYG price."
"uksouth","Standard_B4als_v2","linux","same-vendor","recommended","Standard_B4ls_v2","0.1144","0.1265","-8.833","-10.576923","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 10.6% higher PAYG price."
"uksouth","Standard_B4als_v2","linux","prefer-same-vendor","recommended","Standard_B4ls_v2","0.1144","0.1265","-8.833","-10.576923","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 10.6% higher PAYG price."
"uksouth","Standard_B4als_v2","linux","any-compatible","recommended","Standard_B4ls_v2","0.1144","0.1265","-8.833","-10.576923","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 10.6% higher PAYG price."
"uksouth","Standard_B4as_v2","linux","same-vendor","recommended","Standard_B4s_v2","0.1288","0.1432","-10.512","-11.180124","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 11.2% higher PAYG price."
"uksouth","Standard_B4as_v2","linux","prefer-same-vendor","recommended","Standard_B4s_v2","0.1288","0.1432","-10.512","-11.180124","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 11.2% higher PAYG price."
"uksouth","Standard_B4as_v2","linux","any-compatible","recommended","Standard_B4s_v2","0.1288","0.1432","-10.512","-11.180124","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 11.2% higher PAYG price."
"uksouth","Standard_B4ls_v2","linux","same-vendor","recommended","Standard_B4als_v2","0.1265","0.1144","8.833","9.565217","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 9.6% lower PAYG price."
"uksouth","Standard_B4ls_v2","linux","prefer-same-vendor","recommended","Standard_B4als_v2","0.1265","0.1144","8.833","9.565217","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 9.6% lower PAYG price."
"uksouth","Standard_B4ls_v2","linux","any-compatible","recommended","Standard_B4als_v2","0.1265","0.1144","8.833","9.565217","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, Premium SSD supported and 9.6% lower PAYG price."
"uksouth","Standard_B4ms","linux","same-vendor","recommended","Standard_D4ds_v4","0.1432","0.1985","-40.369","-38.617318","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 38.6% higher PAYG price."
"uksouth","Standard_B4ms","linux","prefer-same-vendor","recommended","Standard_D4ds_v4","0.1432","0.1985","-40.369","-38.617318","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 38.6% higher PAYG price."
"uksouth","Standard_B4ms","linux","any-compatible","recommended","Standard_D4ds_v4","0.1432","0.1985","-40.369","-38.617318","GBP","Medium","same usable CPU and memory, x64 compatibility preserved, temporary storage requirement preserved, Premium SSD supported and 38.6% higher PAYG price."
"uksouth","Standard_B4pls_v2","linux","same-vendor","recommended","Standard_D4pls_v6","0.1008","0.1083","-5.475","-7.440476","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 7.4% higher PAYG price."
"uksouth","Standard_B4pls_v2","linux","prefer-same-vendor","recommended","Standard_D4pls_v6","0.1008","0.1083","-5.475","-7.440476","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 7.4% higher PAYG price."
"uksouth","Standard_B4pls_v2","linux","any-compatible","recommended","Standard_D4pls_v6","0.1008","0.1083","-5.475","-7.440476","GBP","Medium","same usable CPU and memory, Arm64 compatibility preserved, Premium SSD supported and 7.4% higher PAYG price."
